Age,Gender,NPS,ChurnLabel,PurchaseFrequency,PurchaseValue,SubscriptionPlan,WebsitePageViews,WebsiteTimeSpent,EngagementMetricsLogins,EngagementMetricsFrequency,FeedbackRating,MarketingCommunicationNoOfEmails,MarketingCommunicationOpenClickDiff,MarketingCommunicationSentOpenDiff,ServiceInteractions_Call,ServiceInteractions_Email,ServiceInteractions_Chat,PaymentHistoryNoOfLatePayments,ClickstreamData_Click,ClickstreamData_Add to Cart,ClickstreamData_Search,SubscriptionDuration,FirstInteractionDate,LastInteractionDate,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,customer_segment
24,0,1,1,24,1782.46,7,61,17,30,1,2,8,362.0,1054.0,19,20,19,60,15,16,16,92,2019-01-02,2022-12-26,4,720,1782.46,5,4,2,11,Loyal
53,0,3,1,3,523.78,5,58,2,22,2,5,2,412.0,470.0,23,18,17,38,3,1,2,34,2019-01-08,2022-12-04,26,66,523.78,4,1,1,6,At_Risk
45,0,8,0,26,1648.1100000000001,5,69,24,13,1,3,7,94.0,20.0,1,4,7,14,12,12,17,528,2019-04-02,2022-12-22,8,338,1648.1100000000001,5,3,2,10,Loyal
58,0,0,1,8,938.37,3,47,27,24,1,4,7,18.0,631.0,10,16,11,55,9,9,7,2,2019-05-12,2022-12-27,3,192,938.37,5,2,1,8,At_Risk
45,0,4,0,57,4781.99,17,49,26,20,1,3,7,0.0,275.0,3,1,2,8,1,3,2,139,2019-04-29,2022-11-28,32,1140,4781.99,4,5,5,14,Premium
56,1,0,1,15,1065.75,17,89,27,16,0,5,8,687.0,447.0,16,7,10,99,12,17,14,371,2019-01-06,2022-09-04,117,240,1065.75,2,2,1,5,Lost
43,0,4,0,52,4940.81,1,26,99,20,0,4,8,18.0,220.0,5,5,4,9,9,5,14,689,2019-01-24,2022-10-14,77,1040,4940.81,3,5,5,13,Loyal
29,1,2,1,24,1943.53,6,81,26,28,1,5,7,164.0,19.0,10,12,12,61,5,2,5,103,2019-02-19,2022-11-07,53,672,1943.53,3,4,2,9,At_Risk
41,0,4,0,33,5008.82,10,89,98,5,2,5,3,404.0,415.0,0,0,3,7,7,5,5,25,2019-08-12,2022-05-30,214,165,5008.82,1,2,5,8,At_Risk
64,1,3,0,47,4729.1900000000005,19,40,101,7,2,5,1,81.0,609.0,1,2,1,6,10,18,14,237,2020-05-30,2022-04-27,247,329,4729.1900000000005,1,3,5,9,At_Risk
51,0,2,1,12,868.44,1,73,22,14,0,2,1,47.0,660.0,6,7,10,69,4,2,3,244,2019-02-26,2022-11-08,52,168,868.44,3,2,1,6,At_Risk
62,0,8,0,27,1663.48,2,57,55,7,2,5,4,256.0,230.0,6,3,2,7,15,19,13,644,2019-09-07,2022-12-14,16,189,1663.48,5,2,2,9,At_Risk
26,0,7,0,49,5195.12,6,43,66,12,1,2,2,184.0,1147.0,4,6,5,5,7,8,12,953,2019-01-24,2022-11-17,43,588,5195.12,4,4,5,13,Loyal
60,0,0,0,14,551.44,2,4,88,25,0,2,2,189.0,1052.0,6,5,6,3,11,12,7,467,2019-01-28,2022-07-24,159,350,551.44,2,3,1,6,At_Risk
27,1,9,0,49,3452.28,12,7,13,2,1,2,3,5.0,2.0,3,5,6,8,4,1,4,576,2019-01-12,2022-10-27,64,98,3452.28,3,1,4,8,At_Risk
42,1,3,1,26,3247.13,17,93,4,30,0,5,2,563.0,332.0,0,1,0,60,17,8,14,47,2022-11-19,2022-11-19,41,780,3247.13,4,4,4,12,Loyal
36,1,9,0,45,3848.75,16,11,89,8,2,3,2,18.0,61.0,7,9,2,7,12,13,13,301,2019-06-17,2022-11-30,30,360,3848.75,4,3,4,11,Loyal
20,1,1,0,1,412.9,4,88,42,24,1,3,7,187.0,1078.0,4,0,1,14,3,3,5,1252,2019-02-05,2022-11-01,59,24,412.9,3,1,1,5,Lost
34,0,0,1,54,6971.12,5,1,11,5,0,5,10,17.0,1169.0,10,14,8,64,0,0,1,293,2019-02-21,2022-11-17,43,270,6971.12,4,3,5,12,Loyal
36,0,0,0,34,4954.4400000000005,16,36,23,18,0,2,7,33.0,171.0,10,7,5,43,9,4,2,545,2019-07-29,2022-03-20,285,612,4954.4400000000005,1,4,5,10,Loyal
38,0,3,1,37,3018.34,14,87,26,7,1,4,3,462.0,614.0,10,16,13,89,8,6,7,590,2019-01-07,2022-11-13,47,259,3018.34,3,2,3,8,At_Risk
68,1,7,0,56,4278.43,8,65,36,28,0,1,3,340.0,547.0,4,9,4,2,12,6,8,7,2019-05-28,2022-12-20,10,1568,4278.43,5,5,4,14,Premium
30,1,1,1,33,3299.37,7,1,9,30,1,1,8,4.0,1.0,15,15,14,74,11,14,9,20,2019-01-31,2022-11-23,37,990,3299.37,4,5,4,13,Loyal
64,1,0,0,21,2320.49,8,73,18,10,2,2,4,136.0,36.0,7,7,5,5,6,11,9,49,2019-06-10,2022-12-15,15,210,2320.49,5,2,3,10,Loyal
51,0,1,1,44,3125.34,3,43,10,27,2,5,2,94.0,48.0,1,1,1,59,6,0,3,710,2019-10-31,2021-10-11,445,1188,3125.34,1,5,3,9,At_Risk
28,0,3,0,2,257.7,11,40,33,8,0,3,5,0.0,195.0,10,6,10,39,3,7,1,596,2019-02-07,2022-12-14,16,16,257.7,5,1,1,7,At_Risk
34,1,2,1,29,1747.3300000000002,13,40,1,17,0,4,6,484.0,264.0,9,11,8,35,6,4,3,30,2019-01-11,2022-11-03,57,493,1747.3300000000002,3,4,2,9,At_Risk
68,0,2,1,21,4186.63,19,55,18,6,2,3,4,30.0,238.0,14,18,7,105,12,5,7,448,2019-01-18,2022-12-07,23,126,4186.63,4,2,4,10,Loyal
53,1,0,0,30,2242.63,17,76,56,18,1,1,7,92.0,124.0,7,4,7,6,1,1,0,401,2019-01-07,2022-12-11,19,540,2242.63,4,4,3,11,Loyal
48,1,3,1,7,34.96,10,3,3,6,1,4,9,97.0,614.0,18,14,20,76,10,14,12,893,2019-01-09,2022-08-28,124,42,34.96,2,1,1,4,Lost
25,0,1,1,14,2541.6400000000003,18,11,12,21,2,1,6,284.0,92.0,9,6,8,64,20,14,13,1183,2019-03-30,2022-10-16,75,294,2541.6400000000003,3,3,3,9,At_Risk
41,0,0,0,34,4156.53,10,44,21,4,2,2,5,15.0,986.0,6,8,6,48,4,9,3,410,2019-03-07,2022-12-02,28,136,4156.53,4,2,4,10,Loyal
19,1,8,0,58,4201.54,16,68,28,6,1,3,2,78.0,680.0,4,2,7,9,9,9,7,845,2019-02-12,2022-02-24,309,348,4201.54,1,3,4,8,At_Risk
28,0,2,1,1,570.67,5,13,10,11,1,3,1,57.0,0.0,10,6,10,24,8,8,13,731,2019-01-30,2022-11-18,42,11,570.67,4,1,1,6,At_Risk
39,1,0,0,21,2033.6299999999999,11,25,64,20,2,5,9,33.0,893.0,6,7,5,8,9,6,5,232,2019-01-07,2022-11-10,50,420,2033.6299999999999,3,3,2,8,At_Risk
31,0,0,1,57,3923.58,17,10,19,10,2,2,2,552.0,231.0,4,3,2,59,17,12,14,666,2019-01-02,2022-11-27,33,570,3923.58,4,4,4,12,Loyal
37,0,2,1,28,3141.5,13,17,23,7,0,3,9,16.0,596.0,0,1,2,102,13,15,17,643,2019-02-20,2021-10-05,451,196,3141.5,1,2,3,6,At_Risk
24,0,3,1,5,789.79,4,2,31,16,0,4,3,53.0,90.0,18,15,17,69,1,5,2,272,2019-01-11,2022-12-23,7,80,789.79,5,1,1,7,At_Risk
67,0,0,1,51,7037.76,9,93,24,22,2,3,9,878.0,75.0,3,2,7,45,9,21,9,191,2019-01-07,2022-11-19,41,1122,7037.76,4,5,5,14,Premium
53,0,0,1,21,1132.37,10,6,34,5,1,2,5,107.0,410.0,8,10,13,82,9,8,8,827,2019-02-07,2022-12-19,11,105,1132.37,5,1,1,7,At_Risk
30,1,5,0,41,4587.02,7,4,103,20,2,5,8,15.0,1142.0,4,1,3,9,3,14,12,346,2020-03-14,2021-12-11,384,820,4587.02,1,5,5,11,Loyal
23,1,4,0,19,1256.6200000000001,10,77,16,26,0,1,10,237.0,610.0,2,2,2,8,2,7,8,328,2020-01-13,2022-12-23,7,494,1256.6200000000001,5,4,2,11,Loyal
52,1,3,0,12,1701.4299999999998,15,19,98,10,0,5,6,30.0,106.0,2,5,6,8,12,2,8,195,2019-05-14,2022-08-08,144,120,1701.4299999999998,2,2,2,6,At_Risk
35,1,0,1,43,5214.66,9,41,6,10,0,2,9,30.0,844.0,5,3,8,26,14,12,7,50,2019-01-20,2022-12-20,10,430,5214.66,5,3,5,13,Loyal
26,1,1,1,4,404.78,16,31,35,12,0,5,3,59.0,247.0,13,28,16,47,4,5,4,620,2019-01-11,2022-12-03,27,48,404.78,4,1,1,6,At_Risk
33,0,6,0,20,1227.85,13,43,23,3,2,3,5,286.0,92.0,6,5,2,5,5,10,5,1043,2019-03-11,2022-11-02,58,60,1227.85,3,1,2,6,At_Risk
50,0,0,1,9,909.8,14,10,30,18,2,3,6,108.0,162.0,8,12,11,96,3,2,5,618,2019-01-18,2022-11-23,37,162,909.8,4,2,1,7,At_Risk
30,1,3,1,52,3972.09,8,38,3,14,1,4,2,121.0,43.0,14,9,14,30,14,21,13,772,2019-01-06,2022-12-27,3,728,3972.09,5,4,4,13,Loyal
20,1,7,0,1,61.05,2,14,64,13,1,3,4,13.0,350.0,2,2,3,9,10,10,7,402,2019-06-17,2022-11-15,45,13,61.05,3,1,1,5,Lost
19,1,2,1,32,4012.77,1,85,3,12,1,1,5,493.0,154.0,15,18,16,79,10,9,17,8,2019-01-28,2022-12-02,28,384,4012.77,4,3,4,11,Loyal
31,0,9,0,26,1762.98,19,42,88,14,1,2,9,117.0,810.0,5,6,5,8,0,3,1,433,2019-05-14,2022-09-23,98,364,1762.98,2,3,2,7,At_Risk
43,1,2,1,34,4424.97,16,6,32,14,1,3,5,553.0,510.0,9,8,17,74,5,6,5,89,2019-01-21,2022-11-20,40,476,4424.97,4,4,5,13,Loyal
37,1,1,0,19,1788.76,17,55,73,22,0,2,7,28.0,1275.0,7,8,4,4,8,11,8,197,2019-03-11,2022-10-16,75,418,1788.76,3,3,2,8,At_Risk
64,1,1,1,13,2123.86,4,37,15,19,1,5,1,123.0,133.0,10,18,9,76,7,6,5,5,2019-01-13,2022-12-20,10,247,2123.86,5,2,2,9,At_Risk
46,0,0,1,16,2451.65,13,21,24,17,0,1,5,34.0,19.0,20,14,25,50,14,17,17,23,2019-01-08,2022-10-06,85,272,2451.65,3,3,3,9,At_Risk
37,1,6,0,3,163.14,17,24,23,3,2,3,3,179.0,71.0,2,5,2,5,8,4,5,506,2019-01-30,2022-12-06,24,9,163.14,4,1,1,6,At_Risk
53,0,2,0,44,5886.03,8,8,17,17,2,1,4,29.0,319.0,4,2,3,72,5,9,4,474,2019-10-11,2022-09-23,98,748,5886.03,2,4,5,11,Loyal
68,0,9,0,28,4437.65,17,79,6,27,2,3,6,225.0,497.0,7,3,7,4,14,14,12,384,2019-02-26,2022-11-01,59,756,4437.65,3,4,5,12,Loyal
56,0,1,0,11,1470.42,15,48,77,21,1,1,9,84.0,672.0,4,1,4,10,6,5,9,192,2019-04-26,2022-12-20,10,231,1470.42,5,2,2,9,At_Risk
53,1,5,0,10,1282.04,16,42,75,7,1,2,7,93.0,98.0,6,5,8,7,1,0,0,1195,2019-07-31,2022-10-31,60,70,1282.04,3,1,2,6,At_Risk
69,0,1,1,58,4490.71,4,66,25,12,0,4,1,50.0,435.0,3,1,1,60,5,9,7,166,2019-10-21,2022-09-10,111,696,4490.71,2,4,5,11,Loyal
34,1,0,1,31,1371.5900000000001,19,22,35,6,1,3,6,639.0,73.0,15,20,22,62,10,10,13,21,2019-01-10,2022-12-21,9,186,1371.5900000000001,5,2,2,9,At_Risk
28,0,6,0,19,2208.29,10,93,89,22,2,4,1,483.0,574.0,4,6,5,2,6,7,5,355,2019-05-13,2022-10-09,82,418,2208.29,3,3,3,9,At_Risk
30,1,7,0,14,1808.0,17,47,60,26,0,2,4,10.0,304.0,7,3,7,13,10,19,17,816,2019-04-11,2022-06-10,203,364,1808.0,1,3,2,6,At_Risk
23,1,9,0,23,2966.99,15,38,24,24,0,2,7,308.0,571.0,3,5,4,10,13,13,16,142,2019-03-21,2022-12-19,11,552,2966.99,5,4,3,12,Loyal
61,1,2,1,8,762.49,18,77,2,8,2,1,10,21.0,237.0,19,14,16,39,1,1,1,119,2019-02-18,2022-12-13,17,64,762.49,5,1,1,7,At_Risk
66,0,2,1,4,275.87,16,79,9,12,0,5,8,3.0,43.0,5,7,11,73,15,7,11,636,2019-02-23,2022-10-30,61,48,275.87,3,1,1,5,Lost
30,0,0,1,30,3061.67,15,52,35,9,0,2,1,169.0,39.0,22,16,18,35,4,3,2,6,2019-01-01,2022-12-08,22,270,3061.67,4,3,3,10,Loyal
39,0,0,0,25,1771.08,9,57,29,18,2,1,5,243.0,93.0,8,6,5,3,9,5,8,380,2019-01-19,2022-11-28,32,450,1771.08,4,3,2,9,At_Risk
31,0,1,1,17,1539.21,5,62,27,5,0,4,3,124.0,78.0,8,15,9,29,1,1,1,391,2019-01-04,2022-12-17,13,85,1539.21,5,1,2,8,At_Risk
48,1,3,1,36,4333.43,9,49,1,18,1,4,5,24.0,36.0,6,3,6,71,12,9,18,147,2019-03-18,2022-10-10,81,648,4333.43,3,4,5,12,Loyal
41,1,3,1,24,1176.53,15,40,29,4,1,3,9,89.0,84.0,15,20,21,69,1,1,1,90,2019-01-01,2022-12-21,9,96,1176.53,5,1,2,8,At_Risk
30,1,7,0,25,3166.72,4,20,69,3,1,3,4,50.0,184.0,0,2,1,8,11,9,10,119,2020-08-25,2022-09-11,110,75,3166.72,2,1,3,6,At_Risk
57,1,3,0,49,4163.88,15,68,33,12,2,4,5,186.0,378.0,3,3,8,2,4,7,4,1021,2019-05-06,2022-12-01,29,588,4163.88,4,4,4,12,Loyal
53,1,1,1,48,3892.18,2,51,31,27,0,2,3,355.0,252.0,1,1,4,65,17,15,17,311,2019-04-26,2022-11-20,40,1296,3892.18,4,5,4,13,Loyal
20,0,9,0,57,6331.74,15,92,47,9,0,3,1,115.0,535.0,0,1,3,2,13,7,7,769,2019-01-02,2022-08-22,130,513,6331.74,2,4,5,11,Loyal
24,1,2,1,37,3457.89,14,24,22,25,0,5,10,16.0,1023.0,6,2,12,54,4,7,3,30,2019-07-21,2022-12-17,13,925,3457.89,5,5,4,14,Premium
44,0,3,1,26,3023.67,3,78,25,20,0,5,6,2.0,19.0,10,6,6,79,18,13,11,152,2019-03-05,2022-10-31,60,520,3023.67,3,4,3,10,Loyal
35,0,0,1,52,4938.04,6,73,35,9,2,1,10,35.0,8.0,18,20,20,82,4,2,5,1223,2019-01-10,2022-12-29,1,468,4938.04,5,3,5,13,Loyal
31,1,3,0,22,3716.69,16,48,30,30,2,3,4,251.0,428.0,3,2,0,13,2,1,0,117,2020-05-23,2022-06-05,208,660,3716.69,1,4,4,9,At_Risk
20,0,0,0,12,963.7,10,98,13,30,2,5,1,3.0,27.0,1,0,0,3,18,12,10,37,2020-05-24,2020-05-24,950,360,963.7,1,3,1,5,Lost
27,1,9,0,6,106.18,7,59,95,17,0,1,6,303.0,199.0,1,0,0,12,9,4,4,40,2020-09-23,2020-09-23,828,102,106.18,1,1,1,3,Lost
25,0,9,0,33,1516.47,14,42,100,4,1,5,8,0.0,337.0,3,5,6,11,15,20,8,862,2019-11-12,2022-09-06,115,132,1516.47,2,2,2,6,At_Risk
28,0,0,0,31,3193.13,19,70,25,15,1,3,5,1.0,406.0,12,16,16,72,16,8,19,718,2019-01-10,2022-12-03,27,465,3193.13,4,3,3,10,Loyal
56,1,6,0,25,1552.13,6,58,66,1,1,3,1,274.0,157.0,4,2,2,11,11,11,16,96,2019-10-28,2022-07-23,160,25,1552.13,2,1,2,5,Lost
52,1,1,1,68,5551.59,0,27,31,20,1,4,9,2.0,325.0,3,2,5,51,19,16,12,6,2019-07-18,2022-11-25,35,1360,5551.59,4,5,5,14,Premium
46,1,2,0,5,470.96,4,91,80,27,1,3,7,19.0,332.0,5,5,9,7,15,10,18,24,2019-01-26,2022-10-29,62,135,470.96,3,2,1,6,At_Risk
34,1,2,1,53,5015.75,11,70,25,8,2,1,3,1.0,16.0,6,11,10,81,2,0,0,51,2019-03-10,2022-12-08,22,424,5015.75,4,3,5,12,Loyal
28,0,6,0,25,1790.55,5,61,72,10,0,5,4,267.0,608.0,6,2,5,12,3,1,4,548,2019-01-28,2022-12-16,14,250,1790.55,5,2,2,9,At_Risk
59,1,4,0,47,4822.13,18,4,65,30,0,3,5,9.0,139.0,5,5,4,13,3,6,1,151,2019-07-06,2022-09-23,98,1410,4822.13,2,5,5,12,Loyal
42,1,3,0,10,713.11,10,91,31,27,2,5,8,0.0,1.0,14,10,14,76,16,12,21,362,2019-01-16,2022-12-16,14,270,713.11,5,3,1,9,At_Risk
38,0,5,0,66,5319.73,5,65,45,19,0,3,9,183.0,599.0,3,11,5,10,12,13,17,15,2019-01-04,2022-10-04,87,1254,5319.73,3,5,5,13,Loyal
26,1,1,0,1,981.26,12,30,5,4,2,2,10,661.0,67.0,5,5,5,6,1,1,2,426,2019-01-20,2022-09-06,115,4,981.26,2,1,1,4,Lost
63,1,0,1,67,5182.13,2,99,11,22,0,1,10,182.0,260.0,12,8,8,31,6,7,10,372,2019-02-28,2022-11-08,52,1474,5182.13,3,5,5,13,Loyal
36,1,3,1,34,3571.78,4,78,15,7,1,5,7,66.0,775.0,15,19,24,51,11,10,12,151,2019-02-01,2022-12-04,26,238,3571.78,4,2,4,10,Loyal
56,0,9,0,57,4330.21,7,58,46,22,0,4,7,721.0,383.0,5,5,3,10,22,11,9,606,2019-02-28,2022-09-27,94,1254,4330.21,2,5,5,12,Loyal
39,0,1,1,41,4276.34,4,34,22,15,0,5,6,234.0,69.0,15,15,21,52,11,27,12,114,2019-01-09,2022-11-07,53,615,4276.34,3,4,4,11,Loyal
25,1,0,0,6,928.14,3,7,46,29,0,5,7,333.0,651.0,7,1,11,11,12,12,8,24,2019-01-12,2022-11-30,30,174,928.14,4,2,1,7,At_Risk
31,0,3,0,9,1100.13,10,97,47,27,0,5,3,249.0,127.0,4,5,1,13,7,5,9,49,2019-01-11,2022-10-29,62,243,1100.13,3,2,1,6,At_Risk
52,0,2,1,26,3737.77,19,23,11,18,1,4,5,83.0,294.0,14,17,16,42,3,2,10,662,2019-01-14,2022-11-27,33,468,3737.77,4,3,4,11,Loyal
35,1,2,0,62,4883.18,13,23,60,30,2,1,9,254.0,642.0,2,2,3,9,4,12,9,196,2019-03-29,2021-01-31,698,1860,4883.18,1,5,5,11,Loyal
52,0,2,1,34,1884.0,17,88,28,29,2,3,3,58.0,103.0,17,19,17,62,18,19,13,582,2019-04-14,2022-12-05,25,986,1884.0,4,5,2,11,Loyal
56,1,2,0,31,1744.85,9,10,73,19,1,2,1,216.0,239.0,8,4,4,8,5,3,2,125,2019-01-14,2022-10-13,78,589,1744.85,3,4,2,9,At_Risk
38,0,1,1,7,52.12,11,19,25,29,0,3,2,557.0,832.0,13,22,17,61,8,8,3,180,2019-01-10,2022-12-24,6,203,52.12,5,2,1,8,At_Risk
27,0,0,1,10,1852.92,13,38,4,12,0,4,3,32.0,97.0,6,16,12,74,11,7,17,12,2019-02-17,2022-11-17,43,120,1852.92,4,2,2,8,At_Risk
45,0,0,1,50,5475.99,1,62,28,1,1,5,4,29.0,18.0,8,6,7,52,0,1,0,452,2019-03-26,2022-12-30,0,50,5475.99,5,1,5,11,Loyal
53,0,3,0,53,5324.5199999999995,4,5,47,28,2,3,2,167.0,152.0,2,3,1,9,8,8,5,1071,2019-08-04,2022-06-14,199,1484,5324.5199999999995,2,5,5,12,Loyal
56,0,9,0,36,4101.3,4,4,58,1,0,3,9,1.0,25.0,9,3,7,2,20,13,17,85,2019-03-06,2022-11-29,31,36,4101.3,4,1,4,9,At_Risk
58,0,8,0,30,4278.0599999999995,10,95,39,13,2,2,4,84.0,248.0,6,5,5,7,8,5,11,81,2019-02-11,2022-10-26,65,390,4278.0599999999995,3,3,4,10,Loyal
70,1,3,1,47,3582.15,15,38,15,12,1,4,1,270.0,86.0,13,15,27,45,13,17,18,188,2019-02-22,2022-12-28,2,564,3582.15,5,4,4,13,Loyal
40,1,1,1,68,4478.95,18,16,26,8,2,3,3,97.0,187.0,10,12,23,53,17,19,14,175,2019-01-27,2022-12-08,22,544,4478.95,4,4,5,13,Loyal
63,1,8,0,51,3573.04,2,52,60,24,1,3,8,43.0,349.0,2,3,0,4,10,11,8,26,2020-03-16,2022-10-27,64,1224,3573.04,3,5,4,12,Loyal
33,1,1,1,49,4292.61,1,85,25,26,0,3,2,94.0,80.0,25,19,14,58,14,17,13,369,2019-01-10,2022-09-19,102,1274,4292.61,2,5,5,12,Loyal
18,1,0,1,31,3009.77,16,46,17,20,2,5,8,814.0,62.0,16,13,13,61,7,12,6,11,2019-01-29,2022-11-19,41,620,3009.77,4,4,3,11,Loyal
27,0,3,0,63,5056.06,6,86,96,1,2,5,3,103.0,76.0,2,4,7,15,2,7,6,225,2019-01-19,2022-10-23,68,63,5056.06,3,1,5,9,At_Risk
69,0,6,0,22,1453.9499999999998,19,15,24,9,2,3,7,384.0,611.0,2,1,0,2,13,7,11,480,2020-07-15,2022-01-11,353,198,1453.9499999999998,1,2,2,5,Lost
36,0,3,1,32,3930.35,12,7,3,10,1,2,6,5.0,42.0,14,14,5,70,6,3,5,563,2019-01-13,2022-11-19,41,320,3930.35,4,3,4,11,Loyal
44,0,3,1,35,2705.42,5,60,2,17,1,1,9,3.0,84.0,15,15,10,88,10,18,11,317,2019-02-11,2022-12-21,9,595,2705.42,5,4,3,12,Loyal
52,0,0,1,40,4960.77,10,25,24,4,1,1,6,599.0,19.0,17,16,14,45,12,15,14,385,2019-01-10,2022-12-27,3,160,4960.77,5,2,5,12,Loyal
46,0,3,1,45,4398.54,4,77,10,23,0,5,4,39.0,132.0,14,13,14,77,12,14,10,298,2019-02-02,2022-12-25,5,1035,4398.54,5,5,5,15,Premium
29,0,3,1,27,1459.21,14,2,4,16,2,4,9,506.0,391.0,2,13,8,38,18,9,13,353,2019-08-28,2022-12-01,29,432,1459.21,4,3,2,9,At_Risk
22,1,2,0,11,1076.85,1,35,31,7,1,2,5,492.0,330.0,6,5,5,12,6,5,6,88,2019-02-08,2022-10-25,66,77,1076.85,3,1,1,5,Lost
61,0,6,0,1,30.98,15,61,37,22,2,3,1,27.0,854.0,0,4,2,13,4,3,1,490,2019-03-07,2022-07-16,167,22,30.98,2,1,1,4,Lost
35,1,1,0,73,5372.48,8,13,57,17,1,4,10,203.0,76.0,2,4,1,10,0,2,0,148,2020-04-17,2022-12-01,29,1241,5372.48,4,5,5,14,Premium
35,0,0,1,19,2864.62,4,59,17,17,2,4,10,132.0,278.0,16,18,17,72,8,3,12,33,2019-02-05,2022-12-19,11,323,2864.62,5,3,3,11,Loyal
24,1,3,0,13,897.98,2,18,89,7,0,4,4,387.0,618.0,6,5,3,2,4,4,5,1110,2019-03-13,2022-12-27,3,91,897.98,5,1,1,7,At_Risk
41,0,4,0,30,2858.17,4,2,54,13,0,4,6,38.0,661.0,3,4,1,4,6,16,4,40,2019-11-06,2021-09-25,461,390,2858.17,1,3,3,7,At_Risk
59,0,3,1,61,4154.1,12,95,17,3,1,3,6,25.0,551.0,12,16,10,74,19,12,13,195,2019-02-14,2022-12-19,11,183,4154.1,5,2,4,11,Loyal
31,1,0,0,47,3869.94,15,19,25,16,2,5,6,10.0,137.0,3,3,1,4,6,7,6,144,2019-01-14,2022-06-30,183,752,3869.94,2,4,4,10,Loyal
60,1,1,1,17,839.25,5,71,25,15,1,5,4,296.0,262.0,19,16,19,84,6,2,7,841,2019-01-09,2022-12-23,7,255,839.25,5,2,1,8,At_Risk
30,0,1,0,9,265.27,18,27,4,20,2,1,1,69.0,168.0,4,7,4,97,4,1,3,14,2019-08-15,2022-05-13,231,180,265.27,1,2,1,4,Lost
43,1,6,0,33,4937.49,6,55,29,30,1,1,2,552.0,19.0,7,4,2,9,5,11,5,99,2020-05-13,2022-08-13,139,990,4937.49,2,5,5,12,Loyal
60,1,0,1,7,1928.62,11,56,21,20,0,2,9,225.0,214.0,19,18,20,67,6,5,5,149,2019-01-20,2022-12-22,8,140,1928.62,5,2,2,9,At_Risk
46,0,0,1,29,3214.48,9,81,16,2,1,4,1,32.0,226.0,6,12,6,102,9,6,7,477,2019-05-09,2022-12-17,13,58,3214.48,5,1,4,10,Loyal
68,1,2,1,37,3027.84,2,68,25,14,0,1,7,459.0,420.0,0,1,0,23,8,7,9,290,2020-09-01,2020-09-01,850,518,3027.84,1,4,3,8,At_Risk
57,1,2,1,41,5089.3099999999995,3,65,1,6,1,2,8,212.0,437.0,0,2,2,62,15,12,18,236,2021-03-06,2022-09-11,110,246,5089.3099999999995,2,2,5,9,At_Risk
32,0,7,0,24,1713.06,16,90,31,24,0,5,8,205.0,188.0,4,5,1,11,6,4,2,98,2019-02-24,2022-09-01,120,576,1713.06,2,4,2,8,At_Risk
64,0,3,1,23,2758.48,15,82,33,5,1,2,1,24.0,839.0,10,18,11,66,9,10,9,537,2019-02-17,2022-10-17,74,115,2758.48,3,2,3,8,At_Risk
53,1,2,1,63,4605.8,5,21,20,5,2,3,4,337.0,299.0,6,16,12,85,0,1,0,147,2019-01-29,2022-12-01,29,315,4605.8,4,3,5,12,Loyal
20,0,3,1,36,3512.15,1,36,6,11,0,4,8,64.0,729.0,3,3,8,95,17,16,16,826,2019-01-31,2022-11-20,40,396,3512.15,4,3,4,11,Loyal
62,0,1,0,47,5836.88,12,85,49,21,1,4,5,396.0,669.0,5,4,4,8,2,5,4,690,2019-03-11,2022-12-14,16,987,5836.88,5,5,5,15,Premium
33,0,9,0,26,4636.9,16,59,41,11,1,1,7,734.0,255.0,3,2,6,1,10,6,3,357,2019-05-25,2022-11-21,39,286,4636.9,4,3,5,12,Loyal
34,1,7,0,59,4407.89,3,80,24,10,2,2,4,219.0,527.0,3,0,2,5,14,15,21,351,2019-02-08,2022-05-31,213,590,4407.89,1,4,5,10,Loyal
49,0,3,1,47,6329.18,12,52,27,7,2,1,10,213.0,470.0,17,8,8,64,9,6,19,301,2019-04-20,2022-09-18,103,329,6329.18,2,3,5,10,Loyal
41,0,5,0,35,2398.53,12,56,7,13,2,4,5,412.0,49.0,7,8,3,1,13,19,9,564,2019-02-11,2022-12-19,11,455,2398.53,5,3,3,11,Loyal
31,0,2,1,37,4710.86,10,70,31,20,2,5,5,107.0,1140.0,2,1,2,110,10,10,7,835,2019-10-11,2021-04-05,634,740,4710.86,1,4,5,10,Loyal
18,1,1,0,33,4273.93,9,46,102,23,0,4,5,408.0,702.0,8,5,1,12,5,7,6,221,2019-01-29,2022-10-16,75,759,4273.93,3,4,4,11,Loyal
46,0,4,0,4,817.0600000000001,8,75,17,25,0,4,4,46.0,64.0,4,5,4,3,5,9,8,301,2019-02-12,2022-11-10,50,100,817.0600000000001,3,1,1,5,Lost
45,0,0,1,36,2550.56,7,14,2,28,1,2,5,69.0,390.0,13,16,8,59,2,2,1,714,2019-03-04,2022-11-21,39,1008,2550.56,4,5,3,12,Loyal
61,1,2,1,5,1054.58,19,42,6,24,2,3,4,43.0,344.0,14,22,15,77,3,6,3,1056,2019-01-20,2022-12-23,7,120,1054.58,5,2,1,8,At_Risk
41,1,1,1,54,5151.75,8,92,12,17,0,4,8,83.0,704.0,7,20,12,55,10,9,11,485,2019-01-11,2022-12-26,4,918,5151.75,5,5,5,15,Premium
63,1,8,0,17,1292.34,9,77,8,7,0,4,7,146.0,387.0,4,4,10,9,9,14,4,121,2019-01-25,2022-12-17,13,119,1292.34,5,2,2,9,At_Risk
